base|naive|42	0.5545
base|naive|43	0.5086
base|naive|44	0.5658
base|er|42	0.8975
base|er|43	0.9032
base|er|44	0.9079
mech|naive|42	0.1644	0.5767	0.1003	0.2000	0.7266	0.199/0.160/0.177/0.190/0.164
mech|naive|43	0.1796	0.5778	0.0965	0.2000	0.7257	0.199/0.172/0.161/0.194/0.180
mech|naive|44	0.1755	0.5768	0.1613	0.2000	0.6947	0.199/0.183/0.137/0.175/0.175
mech|er|42	0.8660	0.9680	0.4438	0.8814	0.1004	0.199/0.379/0.562/0.738/0.866
mech|er|43	0.8729	0.9714	0.4377	0.8879	0.0946	0.199/0.383/0.568/0.743/0.873
mech|er|44	0.8665	0.9695	0.4276	0.8812	0.1015	0.199/0.383/0.560/0.734/0.867
