regime	schedule	metric	arm	driver	gran	nlr	seed	split	acc	forget	probe	g_h0	g_h1	g_out	acc_live	backbone_params	extra_params	param_ratio	buffer_bytes	fwd_train	bwd_train	fwd_infer	bwd_infer
normal	boundary	taskil	bufcur	taskid	neuron	0.001	42	val	0.979624	0.00335731	0.211035	0.0255311	0.0266172	0.0460765	0.979624	478410	4050	0.0085	3144000	3	2	1	0
normal	boundary	taskil	bufcur	taskid	neuron	0.01	42	val	0.980783	0.00235662	0.211035	0.174023	0.152433	0.468694	0.980783	478410	4050	0.0085	3144000	3	2	1	0
normal	boundary	taskil	bufcur	taskid	neuron	0.1	42	val	0.932581	0.0288052	0.211035	2.58645	3.19691	0.692418	0.932581	478410	4050	0.0085	3144000	3	2	1	0
normal	step	classil	erown	taskid	neuron	1e-07	42	test	0.902637	0.0820534	0.2115	3.9795e-05	3.97587e-05	4.11749e-05	0.902637	478410	4050	0.0085	3144000	3	2	1	0
normal	step	classil	erown	taskid	neuron	0	42	test	0.903051	0.0813341	0.2115	0	0	0	0.903051	478410	4050	0.0085	3144000	3	2	1	0
normal	step	classil	erown	taskid	neuron	1e-07	43	test	0.898845	0.0871132	0.2115	3.96459e-05	3.80503e-05	4.09126e-05	0.898845	478410	4050	0.0085	3144000	3	2	1	0
normal	step	classil	erown	taskid	neuron	0	43	test	0.898993	0.086556	0.2115	0	0	0	0.898993	478410	4050	0.0085	3144000	3	2	1	0
normal	step	classil	erown	taskid	neuron	1e-07	44	test	0.903403	0.0830701	0.2115	4.23621e-05	4.11418e-05	3.94464e-05	0.903403	478410	4050	0.0085	3144000	3	2	1	0
normal	step	classil	erown	taskid	neuron	0	44	test	0.903201	0.0824449	0.2115	0	0	0	0.903201	478410	4050	0.0085	3144000	3	2	1	0
normal	step	classil	bufcur	taskid	neuron	1e-07	42	test	0.57027	0.100797	0.2115	6.46974e-05	6.34158e-05	0.000124949	0.57027	478410	4050	0.0085	3144000	3	2	1	0
normal	step	classil	bufcur	taskid	neuron	0	42	test	0.628487	0.124443	0.2115	0	0	0	0.628487	478410	4050	0.0085	3144000	3	2	1	0
normal	step	classil	bufcur	taskid	neuron	1e-07	43	test	0.615672	0.0622681	0.2115	6.55113e-05	6.32004e-05	0.000127745	0.615672	478410	4050	0.0085	3144000	3	2	1	0
normal	step	classil	bufcur	taskid	neuron	0	43	test	0.627364	0.144198	0.2115	0	0	0	0.627364	478410	4050	0.0085	3144000	3	2	1	0
normal	step	classil	bufcur	taskid	neuron	1e-07	44	test	0.540549	0.0794688	0.2115	6.38543e-05	6.20924e-05	0.00011754	0.540549	478410	4050	0.0085	3144000	3	2	1	0
normal	step	classil	bufcur	taskid	neuron	0	44	test	0.581461	0.124962	0.2115	0	0	0	0.581461	478410	4050	0.0085	3144000	3	2	1	0
normal	step	taskil	erown	taskid	neuron	1e-06	42	test	0.99462	0.00298108	0.2115	9.35902e-05	0.000107953	0.000398946	0.99462	478410	4050	0.0085	3144000	3	2	1	0
normal	step	taskil	erown	taskid	neuron	0	42	test	0.994035	0.00316267	0.2115	0	0	0	0.994035	478410	4050	0.0085	3144000	3	2	1	0
normal	step	taskil	erown	taskid	neuron	1e-06	43	test	0.993889	0.00282535	0.2115	0.000104371	8.83715e-05	0.000368226	0.993889	478410	4050	0.0085	3144000	3	2	1	0
normal	step	taskil	erown	taskid	neuron	0	43	test	0.993526	0.00357715	0.2115	0	0	0	0.993526	478410	4050	0.0085	3144000	3	2	1	0
normal	step	taskil	erown	taskid	neuron	1e-06	44	test	0.992501	0.00431634	0.2115	9.25866e-05	9.13516e-05	0.000335705	0.992501	478410	4050	0.0085	3144000	3	2	1	0
normal	step	taskil	erown	taskid	neuron	0	44	test	0.992678	0.00373606	0.2115	0	0	0	0.992678	478410	4050	0.0085	3144000	3	2	1	0
normal	step	taskil	bufcur	taskid	neuron	1e-06	42	test	0.986183	0.00290458	0.2115	0.000274249	0.000237631	0.000387424	0.986183	478410	4050	0.0085	3144000	3	2	1	0
normal	step	taskil	bufcur	taskid	neuron	0	42	test	0.98058	0.00486571	0.2115	0	0	0	0.98058	478410	4050	0.0085	3144000	3	2	1	0
