regime	schedule	metric	arm	driver	gran	nlr	seed	split	acc	forget	probe	g_h0	g_h1	g_out	acc_live	backbone_params	extra_params	param_ratio	buffer_bytes	fwd_train	bwd_train	fwd_infer	bwd_infer
normal	boundary	taskil	bufcur	ach	neuron	0.0001	42	val	0.977956	0.00470172	0.287548	0.00803952	0.0102628	0.0164162	0.977956	478410	25963	0.0543	3144000	3	2	1	0
normal	boundary	taskil	bufcur	ach	neuron	0.001	42	val	0.981992	0.000661704	0.278213	0.0348243	0.0431057	0.0701433	0.981992	478410	25963	0.0543	3144000	3	2	1	0
normal	boundary	taskil	bufcur	ach	neuron	0.01	42	val	0.982935	0.00105353	0.246208	0.0799903	0.0816207	0.101518	0.982935	478410	25963	0.0543	3144000	3	2	1	0
normal	boundary	taskil	bufcur	ach	neuron	0.1	42	val	0.968895	0.0113413	0.211035	0.0345737	0.0367303	0.0637069	0.968895	478410	25963	0.0543	3144000	3	2	1	0
normal	step	classil	erown	ach	neuron	1e-07	42	test	0.90126	0.0849594	0.2079	5.05362e-07	5.17558e-07	6.14685e-07	0.90126	478410	25963	0.0543	3144000	3	2	1	0
normal	step	classil	erown	ach	neuron	0	42	test	0.901467	0.0847521	0.2115	0	0	0	0.901467	478410	25963	0.0543	3144000	3	2	1	0
normal	step	classil	erown	ach	neuron	1e-07	43	test	0.892195	0.0944848	0.2284	4.95033e-07	4.85877e-07	6.0256e-07	0.892195	478410	25963	0.0543	3144000	3	2	1	0
normal	step	classil	erown	ach	neuron	0	43	test	0.892296	0.094384	0.2115	0	0	0	0.892296	478410	25963	0.0543	3144000	3	2	1	0
normal	step	classil	erown	ach	neuron	1e-07	44	test	0.896126	0.0899157	0.2494	5.15387e-07	5.04284e-07	6.02798e-07	0.896126	478410	25963	0.0543	3144000	3	2	1	0
normal	step	classil	erown	ach	neuron	0	44	test	0.896552	0.0895895	0.2115	0	0	0	0.896552	478410	25963	0.0543	3144000	3	2	1	0
normal	step	classil	bufcur	ach	neuron	1e-07	42	test	0.627445	0.12431	0.202	1.55282e-06	1.60975e-06	1.65494e-06	0.627445	478410	25963	0.0543	3144000	3	2	1	0
normal	step	classil	bufcur	ach	neuron	0	42	test	0.628038	0.125246	0.2115	0	0	0	0.628038	478410	25963	0.0543	3144000	3	2	1	0
normal	step	classil	bufcur	ach	neuron	1e-07	43	test	0.628338	0.140493	0.24	1.55636e-06	1.52907e-06	1.62078e-06	0.628338	478410	25963	0.0543	3144000	3	2	1	0
normal	step	classil	bufcur	ach	neuron	0	43	test	0.627123	0.142532	0.2115	0	0	0	0.627123	478410	25963	0.0543	3144000	3	2	1	0
normal	step	classil	bufcur	ach	neuron	1e-07	44	test	0.581445	0.125217	0.2528	1.62273e-06	1.65143e-06	1.64695e-06	0.581445	478410	25963	0.0543	3144000	3	2	1	0
normal	step	classil	bufcur	ach	neuron	0	44	test	0.581291	0.126586	0.2115	0	0	0	0.581291	478410	25963	0.0543	3144000	3	2	1	0
normal	step	taskil	erown	ach	neuron	1e-06	42	test	0.99301	0.00370873	0.2848	0.00017867	0.000206427	0.000237051	0.99301	478410	25963	0.0543	3144000	3	2	1	0
normal	step	taskil	erown	ach	neuron	0	42	test	0.993384	0.00322829	0.2115	0	0	0	0.993384	478410	25963	0.0543	3144000	3	2	1	0
normal	step	taskil	erown	ach	neuron	1e-06	43	test	0.994016	0.00306373	0.292	0.000207636	0.000236417	0.00026163	0.994016	478410	25963	0.0543	3144000	3	2	1	0
normal	step	taskil	erown	ach	neuron	0	43	test	0.993701	0.00348461	0.2115	0	0	0	0.993701	478410	25963	0.0543	3144000	3	2	1	0
normal	step	taskil	erown	ach	neuron	1e-06	44	test	0.992782	0.00362934	0.3029	0.000189979	0.000221337	0.000255288	0.992782	478410	25963	0.0543	3144000	3	2	1	0
normal	step	taskil	erown	ach	neuron	0	44	test	0.992485	0.00352587	0.2115	0	0	0	0.992485	478410	25963	0.0543	3144000	3	2	1	0
normal	step	taskil	bufcur	ach	neuron	1e-06	42	test	0.984086	0.00269715	0.2555	0.000303297	0.000329884	0.00016991	0.984086	478410	25963	0.0543	3144000	3	2	1	0
normal	step	taskil	bufcur	ach	neuron	0	42	test	0.980496	0.00466104	0.2115	0	0	0	0.980496	478410	25963	0.0543	3144000	3	2	1	0
normal	step	taskil	bufcur	ach	neuron	1e-06	43	test	0.98233	0.00277704	0.2654	0.000342651	0.000335777	0.000205552	0.98233	478410	25963	0.0543	3144000	3	2	1	0
normal	step	taskil	bufcur	ach	neuron	0	43	test	0.97625	0.00815154	0.2115	0	0	0	0.97625	478410	25963	0.0543	3144000	3	2	1	0
normal	step	taskil	bufcur	ach	neuron	1e-06	44	test	0.974042	0.00757402	0.2801	0.000310186	0.000313381	0.000135379	0.974042	478410	25963	0.0543	3144000	3	2	1	0
normal	step	taskil	bufcur	ach	neuron	0	44	test	0.979076	0.00515644	0.2115	0	0	0	0.979076	478410	25963	0.0543	3144000	3	2	1	0
normal	boundary	classil	erown	ach	neuron	0.01	42	test	0.915024	0.0685899	0.2213	0.0399002	0.0411067	0.0709948	0.915024	478410	25963	0.0543	3144000	3	2	1	0
normal	boundary	classil	erown	ach	neuron	0	42	test	0.899623	0.087697	0.2115	0	0	0	0.899623	478410	25963	0.0543	3144000	3	2	1	0
normal	boundary	classil	erown	ach	neuron	0.01	43	test	0.919739	0.0605349	0.2756	0.0411392	0.0415255	0.0779813	0.919739	478410	25963	0.0543	3144000	3	2	1	0
normal	boundary	classil	erown	ach	neuron	0	43	test	0.887547	0.0988365	0.2115	0	0	0	0.887547	478410	25963	0.0543	3144000	3	2	1	0
normal	boundary	classil	erown	ach	neuron	0.01	44	test	0.921483	0.0614795	0.2491	0.0349903	0.0349911	0.0761492	0.921483	478410	25963	0.0543	3144000	3	2	1	0
normal	boundary	classil	erown	ach	neuron	0	44	test	0.894176	0.0926822	0.2115	0	0	0	0.894176	478410	25963	0.0543	3144000	3	2	1	0
normal	boundary	classil	bufcur	ach	neuron	0.0001	42	test	0.607789	0.102285	0.2569	0.017289	0.019762	0.0236461	0.607789	478410	25963	0.0543	3144000	3	2	1	0
normal	boundary	classil	bufcur	ach	neuron	0	42	test	0.629521	0.123859	0.2115	0	0	0	0.629521	478410	25963	0.0543	3144000	3	2	1	0
normal	boundary	classil	bufcur	ach	neuron	0.0001	43	test	0.639312	0.100266	0.2662	0.0177463	0.0193596	0.0225386	0.639312	478410	25963	0.0543	3144000	3	2	1	0
