regime	mech	metric	opt	driver	arm	seed	acc	forget	probe	g_h0	g_h1	g_out	msd	n_miss	backbone_params	extra_params	param_ratio	buffer_bytes	fwd_train	bwd_train	fwd_infer	bwd_infer
budget	gain	taskil	adam	act_frac	live	42	0.993415	0.005090	0.428500	0.052164	0.049435	0.078447	0.036280	0.000000	478410.000000	1620.000000	0.003400	628800.000000	2.000000	1.000000	2.000000	0.000000
budget	gain	taskil	adam	act_norm	live	42	0.990887	0.007416	0.295800	0.201518	0.174186	0.224799	0.302238	0.000000	478410.000000	1620.000000	0.003400	628800.000000	2.000000	1.000000	2.000000	0.000000
budget	gain	taskil	adam	act_entropy	live	42	0.991192	0.006808	0.388200	0.100874	0.102237	0.120259	0.018691	0.000000	478410.000000	1620.000000	0.003400	628800.000000	2.000000	1.000000	2.000000	0.000000
budget	gain	taskil	adam	act_pr	live	42	0.993835	0.004566	0.357000	0.032801	0.030272	0.049173	0.029003	0.000000	478410.000000	1620.000000	0.003400	628800.000000	2.000000	1.000000	2.000000	0.000000
budget	gain	taskil	adam	w_fro	live	42	0.992743	0.005753	0.211500	0.008954	0.009030	0.013473	0.000000	0.000000	478410.000000	2430.000000	0.005100	628800.000000	1.000000	1.000000	1.000000	0.000000
budget	gain	taskil	adam	w_l1	live	42	0.990992	0.007411	0.211500	0.006771	0.006824	0.009862	0.000000	0.000000	478410.000000	2430.000000	0.005100	628800.000000	1.000000	1.000000	1.000000	0.000000
budget	gain	taskil	adam	w_absmean	live	42	0.989788	0.008515	0.211500	0.006924	0.006833	0.010714	0.000000	0.000000	478410.000000	2430.000000	0.005100	628800.000000	1.000000	1.000000	1.000000	0.000000
budget	gain	taskil	adam	w_absmax	live	42	0.992148	0.005853	0.211500	0.063032	0.064135	0.123667	0.000000	0.000000	478410.000000	2430.000000	0.005100	628800.000000	1.000000	1.000000	1.000000	0.000000
budget	gain	taskil	adam	grad_norm	live	42	0.992870	0.005631	0.211500	0.000000	0.000000	0.000000	0.000000	161.000000	478410.000000	810.000000	0.001700	628800.000000	1.000000	1.000000	1.000000	0.000000
budget	gain	taskil	adam	grad_norm_layer	live	42	0.993215	0.005189	0.211500	0.000000	0.000000	0.000000	0.000000	161.000000	478410.000000	2430.000000	0.005100	628800.000000	1.000000	1.000000	1.000000	0.000000
budget	gain	taskil	adam	grad_weight_ratio	live	42	0.990097	0.008210	0.211500	0.000000	0.000000	0.000000	0.000000	161.000000	478410.000000	2430.000000	0.005100	628800.000000	1.000000	1.000000	1.000000	0.000000
budget	gain	taskil	adam	step_norm	live	42	0.992238	0.005870	0.211500	0.000000	0.000000	0.000000	0.000000	1.000000	478410.000000	2430.000000	0.005100	628800.000000	1.000000	1.000000	1.000000	0.000000
budget	gain	taskil	adam	state01	live	42	0.992495	0.006206	0.446900	0.159405	0.149073	0.174338	0.024278	0.000000	478410.000000	4860.000000	0.010200	628800.000000	2.000000	1.000000	2.000000	0.000000
budget	gain	taskil	adam	state01	dead	42	0.991416	0.007077	0.482500	0.000000	0.000000	0.000000	0.026182	0.000000	478410.000000	4860.000000	0.010200	628800.000000	2.000000	1.000000	2.000000	0.000000
